,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
301,4674038,HM208208,03-01-2006 17:45,071XX S RHODES AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,VACANT LOT/LAND,TRUE,FALSE,323,3,6,69,18,1181143,1857763,2006,04/15/2016 08:55:02 AM,41.76494555,-87.61161547,"(41.764945553, -87.611615468)"
302,4674039,HM209515,03-02-2006 14:22,085XX S EUCLID AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,412,4,8,45,18,1190670,1848802,2006,04/15/2016 08:55:02 AM,41.74013113,-87.57698553,"(41.740131125, -87.576985532)"
303,4674041,HM270943,04-04-2006 10:10,047XX W ROOSEVELT RD,0460,BATTERY,SIMPLE,FACTORY/MANUFACTURING BUILDING,FALSE,FALSE,1131,11,24,25,08B,1145008,1894282,2006,04/15/2016 08:55:02 AM,41.86591487,-87.74314266,"(41.865914865, -87.743142658)"
304,4674043,HM264986,04-01-2006 01:30,071XX S VINCENNES AVE,0560,ASSAULT,SIMPLE,GAS STATION,FALSE,FALSE,731,7,6,69,08A,1176589,1857611,2006,04/15/2016 08:55:02 AM,41.76463209,-87.62831164,"(41.764632089, -87.628311641)"
305,4674044,HM260804,03/30/2006 02:52:00 AM,107XX S LAFAYETTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,513,5,34,49,08B,1177830,1833742,2006,04/15/2016 08:55:02 AM,41.69910454,-87.62448357,"(41.699104538, -87.62448357)"
306,4674046,HM208250,03-01-2006 19:30,020XX E 71ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,331,3,5,43,18,1190984,1858323,2006,04/15/2016 08:55:02 AM,41.76624999,-87.57552784,"(41.766249991, -87.575527839)"
307,4674050,HM210275,03-02-2006 20:16,079XX S KINGSTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,422,4,7,46,18,1194563,1852907,2006,04/15/2016 08:55:02 AM,41.7513008,-87.56258763,"(41.751300804, -87.562587625)"
308,4674051,HM270196,04-03-2006 21:39,101XX S STATE ST,0560,ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,511,5,9,49,08A,1178041,1837874,2006,04/15/2016 08:55:02 AM,41.71043855,-87.6235863,"(41.710438552, -87.623586297)"
309,4674052,HM275345,04-06-2006 12:06,006XX S HOYNE AVE,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1224,12,25,28,06,1162486,1897287,2006,04/15/2016 08:55:02 AM,41.87381321,-87.67889543,"(41.873813206, -87.678895433)"
310,4674053,HM270224,04-03-2006 21:30,121XX S EMERALD AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,TRUE,523,5,34,53,26,1173515,1824321,2006,04/15/2016 08:55:02 AM,41.6733482,-87.64056048,"(41.673348198, -87.640560478)"
311,4674054,HM243196,03/20/2006 02:45:00 PM,016XX W WABANSIA AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,1433,14,1,24,08A,1165213,1911385,2006,04/15/2016 08:55:02 AM,41.91244168,-87.66848214,"(41.912441678, -87.668482136)"
312,4674056,HM210391,03-02-2006 22:49,057XX S SANGAMON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,712,7,16,68,18,1170958,1866699,2006,04/15/2016 08:55:02 AM,41.78969544,-87.64868552,"(41.78969544, -87.648685524)"
313,4674058,HM270247,04-03-2006 22:10,095XX S DOBSON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,511,5,8,50,14,1184887,1841857,2006,04/15/2016 08:55:02 AM,41.72121079,-87.59839071,"(41.721210793, -87.598390706)"
314,4674059,HM275338,04-06-2006 11:00,071XX S GREEN ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,733,7,17,68,06,1171869,1857608,2006,04/15/2016 08:55:02 AM,41.76472872,-87.64561175,"(41.764728716, -87.645611748)"
315,4674063,HM275383,04-05-2006 14:00,086XX S MARQUETTE AVE,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,423,4,7,46,06,1195653,1848307,2006,04/15/2016 08:55:02 AM,41.73865118,-87.55874513,"(41.738651176, -87.558745131)"
316,4674065,HM210454,03-02-2006 23:44,057XX S BISHOP ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,713,7,16,67,18,1167642,1866778,2006,04/15/2016 08:55:02 AM,41.78998405,-87.66084203,"(41.789984045, -87.660842031)"
317,4674071,HM275370,04-06-2006 07:45,081XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,622,6,21,44,07,1176401,1851045,2006,04/15/2016 08:55:02 AM,41.74661844,-87.62919768,"(41.746618439, -87.62919768)"
318,4674072,HM210542,03-03-2006 01:37,072XX S LOOMIS BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,734,7,17,67,18,1168245,1856926,2006,04/15/2016 08:55:02 AM,41.76293596,-87.6589143,"(41.762935962, -87.658914303)"
319,4674076,HM275382,04-05-2006 21:00,055XX S FRANCISCO AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,824,8,16,63,05,1157985,1867813,2006,04/15/2016 08:55:02 AM,41.79302606,-87.69622358,"(41.793026056, -87.696223579)"
320,4674077,HM274089,04-05-2006 19:30,032XX W 23RD ST,0460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,1024,10,22,30,08B,1154962,1888528,2006,04/15/2016 08:55:02 AM,41.84993164,-87.70675475,"(41.849931644, -87.706754747)"
321,4674078,HM208284,03-01-2006 20:15,066XX S KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,831,8,15,66,18,1156197,1860235,2006,04/15/2016 08:55:02 AM,41.77226709,-87.70298374,"(41.772267091, -87.70298374)"
322,4674081,HM275412,04-06-2006 03:50,021XX W LEXINGTON ST,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,1224,12,25,28,26,1162296,1896746,2006,04/15/2016 08:55:02 AM,41.87233263,-87.67960815,"(41.872332627, -87.679608149)"
323,4674082,HM208299,03-01-2006 20:30,048XX S PRAIRIE AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,224,2,3,38,16,1178856,1873092,2006,04/15/2016 08:55:02 AM,41.80706218,-87.61953147,"(41.807062178, -87.619531469)"
324,4674083,HM273284,04-05-2006 12:30,041XX W GRENSHAW ST,0560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1132,11,24,29,08A,1148895,1894716,2006,04/15/2016 08:55:02 AM,41.8670316,-87.72886186,"(41.867031596, -87.728861858)"
325,4674084,HM260714,03/30/2006 12:10:00 AM,052XX W DIVISION ST,0560,ASSAULT,SIMPLE,SIDEWALK,FALSE,TRUE,2532,25,37,25,08A,1141342,1907495,2006,04/15/2016 08:55:02 AM,41.90224136,-87.7562748,"(41.902241355, -87.756274803)"
326,4674088,HM275180,04-06-2006 00:00,083XX S PAXTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,412,4,8,46,14,1192300,1850037,2006,04/15/2016 08:55:02 AM,41.74348061,-87.57097344,"(41.743480608, -87.570973437)"
327,4674094,HM275411,04-06-2006 00:00,015XX W NORTH AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,1433,14,1,24,11,1165620,1910732,2006,04/15/2016 08:55:02 AM,41.91064114,-87.66700557,"(41.910641137, -87.667005568)"
328,4674095,HM272806,04-05-2006 08:05,001XX S FRANCISCO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1124,11,2,27,14,1157072,1899468,2006,04/15/2016 08:55:02 AM,41.87990964,-87.69871388,"(41.879909639, -87.69871388)"
329,4674097,HM275341,04-05-2006 13:00,036XX W WRIGHTWOOD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,2524,25,35,22,26,1151501,1917038,2006,04/15/2016 08:55:02 AM,41.92823463,-87.71870775,"(41.928234629, -87.718707746)"
330,4674100,HM267462,04-02-2006 07:00,012XX S HOMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,1021,10,24,29,08B,1153894,1894246,2006,04/15/2016 08:55:02 AM,41.86564381,-87.71052227,"(41.865643805, -87.710522266)"
331,4674102,HM275427,04-06-2006 14:30,050XX N MOBILE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,FALSE,FALSE,1622,16,45,11,26,1133220,1933245,2006,04/15/2016 08:55:02 AM,41.9730483,-87.78550421,"(41.973048301, -87.785504211)"
332,4674103,HM275001,07/14/2005 12:01:00 AM,007XX N CENTRAL AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1524,15,37,25,06,1138895,1904267,2005,04/15/2016 08:55:02 AM,41.89342815,-87.76534163,"(41.893428145, -87.765341632)"
333,4674104,HM234535,03/15/2006 10:00:00 AM,001XX W CHESTNUT ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,1832,18,42,8,26,1175283,1906190,2006,04/15/2016 08:55:02 AM,41.89796619,-87.63164406,"(41.897966193, -87.631644061)"
334,4674105,HM275261,03/31/2006 04:00:00 PM,108XX S AVENUE N,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,432,4,10,52,05,1201201,1833766,2006,04/15/2016 08:55:02 AM,41.6986107,-87.53891051,"(41.698610701, -87.538910506)"
335,4674106,HM272577,04-05-2006 00:30,027XX W OGDEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,1023,10,28,29,08B,1158140,1892800,2006,04/15/2016 08:55:02 AM,41.86159025,-87.69497439,"(41.861590245, -87.694974394)"
336,4674107,HM274020,01-10-2006 15:00,032XX W FULLERTON AVE,1200,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,CAR WASH,FALSE,FALSE,1413,14,35,22,13,1153937,1915764,2006,04/15/2016 08:55:02 AM,41.92469041,-87.70979032,"(41.924690405, -87.709790316)"
337,4674109,HM273033,04-05-2006 08:30,040XX W VAN BUREN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1132,11,24,26,08B,1149552,1897718,2006,04/15/2016 08:55:02 AM,41.87525671,-87.72637198,"(41.875256711, -87.726371975)"
338,4674110,HM274033,04-05-2006 17:45,027XX N MOBILE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,2512,25,29,19,08B,1133940,1917589,2006,04/15/2016 08:55:02 AM,41.93007393,-87.7832261,"(41.930073933, -87.783226097)"
339,4674111,HM271842,04-03-2006 21:30,072XX S COLES AVE,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,334,3,7,43,06,1194354,1857791,2006,04/15/2016 08:55:02 AM,41.76470801,-87.56319327,"(41.764708006, -87.563193271)"
340,4674113,HM268314,04-02-2006 19:51,015XX S SPRINGFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1014,10,24,29,08B,1150628,1892262,2006,04/15/2016 08:55:02 AM,41.86026387,-87.72256383,"(41.86026387, -87.722563827)"
341,4674114,HM275451,04-06-2006 07:00,006XX N LA SALLE DR,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1832,18,42,8,06,1175021,1904606,2006,04/15/2016 08:55:02 AM,41.89362549,-87.63265387,"(41.89362549, -87.632653865)"
342,4674116,HM274027,04-05-2006 14:00,022XX W MC LEAN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,1432,14,32,22,04B,1161103,1913528,2006,04/15/2016 08:55:02 AM,41.91840866,-87.68352152,"(41.918408656, -87.683521522)"
343,4674117,HM273000,04-04-2006 21:00,010XX N MONTICELLO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1112,11,27,23,14,1151855,1906690,2006,04/15/2016 08:55:02 AM,41.89983181,-87.71767987,"(41.899831808, -87.71767987)"
344,4674120,HM275456,04-05-2006 21:30,001XX W SCHILLER ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1821,18,42,8,07,1174969,1909747,2006,04/15/2016 08:55:02 AM,41.90773382,-87.63269064,"(41.907733818, -87.632690638)"
345,4674122,HM273947,04-04-2006 15:30,027XX W NORTH AVE,0810,THEFT,OVER $500,SMALL RETAIL STORE,FALSE,FALSE,1421,14,1,24,06,1157667,1910520,2006,04/15/2016 08:55:02 AM,41.91022521,-87.69622777,"(41.910225214, -87.696227767)"
346,4674123,HM269573,03/31/2006 04:00:00 PM,007XX N LAWNDALE AVE,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,ALLEY,FALSE,FALSE,1112,11,27,23,26,1151585,1904742,2006,04/15/2016 08:55:02 AM,41.89449162,-87.71872285,"(41.894491615, -87.718722846)"
347,4674124,HM272614,04-05-2006 02:25,014XX S SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1022,10,24,29,08B,1154596,1892936,2006,04/15/2016 08:55:02 AM,41.86203502,-87.7079802,"(41.862035017, -87.707980204)"
348,4674125,HM275011,04-02-2006 20:00,013XX E 70TH ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,OTHER,TRUE,FALSE,321,3,5,43,26,1186522,1858858,2006,04/15/2016 08:55:02 AM,41.76782479,-87.59186554,"(41.767824791, -87.591865536)"
349,4674127,HM272293,04-04-2006 02:00,009XX N PULASKI RD,0560,ASSAULT,SIMPLE,ALLEY,TRUE,TRUE,1111,11,37,23,08A,1149553,1905901,2006,04/15/2016 08:55:02 AM,41.89771173,-87.72615572,"(41.897711731, -87.726155718)"
350,4674128,HM275090,04-06-2006 07:30,021XX E 71ST ST,0810,THEFT,OVER $500,ALLEY,FALSE,FALSE,333,3,5,43,06,1191527,1858274,2006,04/15/2016 08:55:02 AM,41.76610239,-87.57353917,"(41.766102387, -87.573539169)"
351,4674130,HM275368,04-06-2006 14:10,019XX N WHIPPLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1421,14,35,22,08B,1155561,1912630,2006,04/15/2016 08:55:02 AM,41.9160579,-87.70390753,"(41.916057896, -87.703907527)"
352,4674131,HM275390,03/31/2006 04:30:00 PM,019XX N CALIFORNIA AVE,0560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1421,14,1,22,08A,1157397,1912682,2006,04/15/2016 08:55:02 AM,41.91616341,-87.69716073,"(41.916163414, -87.697160733)"
353,4674133,HM274604,04-06-2006 04:45,066XX S INDIANA AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,TRUE,TRUE,322,3,20,69,26,1178749,1860861,2006,04/15/2016 08:55:02 AM,41.77350158,-87.62029596,"(41.773501579, -87.620295959)"
354,4674134,HM275405,04-06-2006 07:30,002XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,FALSE,FALSE,122,1,42,32,06,1177257,1901911,2006,04/15/2016 08:55:02 AM,41.88617987,-87.62452366,"(41.886179873, -87.624523664)"
355,4674136,HM273668,04-05-2006 16:00,004XX E 63RD ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,FALSE,312,3,20,42,26,1180454,1863341,2006,04/15/2016 08:55:02 AM,41.78026798,-87.61396982,"(41.780267983, -87.613969818)"
356,4674137,HM275489,04-06-2006 14:00,021XX N ELSTON AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1432,14,32,22,06,1164551,1914302,2006,04/15/2016 08:55:02 AM,41.92046017,-87.67083136,"(41.92046017, -87.67083136)"
357,4674138,HM275477,04-06-2006 12:00,012XX N NORTH BRANCH ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1822,18,32,8,06,1168692,1908313,2006,04/15/2016 08:55:02 AM,41.90393721,-87.65579042,"(41.903937212, -87.655790422)"
358,4674139,HM274878,04-06-2006 10:00,037XX S WOLCOTT AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,922,9,11,59,26,1164301,1879963,2006,04/15/2016 08:55:02 AM,41.8262363,-87.67272094,"(41.826236297, -87.672720941)"
359,4674142,HM275093,04-06-2006 00:00,073XX S PRINCETON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,731,7,17,69,26,1175566,1856193,2006,04/15/2016 08:55:02 AM,41.76076388,-87.63210356,"(41.760763881, -87.632103561)"
360,4674143,HM275485,04-06-2006 07:00,003XX S WELLS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,112,1,2,32,14,1174780,1898776,2006,04/15/2016 08:55:02 AM,41.87763303,-87.63371353,"(41.877633028, -87.633713529)"
361,4674145,HM274503,04-06-2006 00:05,074XX S PRINCETON AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,731,7,17,69,04B,1175579,1855679,2006,04/15/2016 08:55:02 AM,41.75935311,-87.63207127,"(41.759353114, -87.632071272)"
362,4674146,HM275467,04-05-2006 17:00,002XX E 13TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,133,1,2,33,07,1178209,1894489,2006,04/15/2016 08:55:02 AM,41.86579186,-87.62125387,"(41.865791863, -87.621253866)"
363,4674147,HM204034,02/27/2006 03:33:33 PM,045XX W WASHINGTON BLVD,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1113,11,28,26,16,1146210,1900113,2006,04/15/2016 08:55:02 AM,41.88189307,-87.73858166,"(41.881893071, -87.73858166)"
364,4674148,HM271078,04-04-2006 11:30,062XX S STONY ISLAND AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,314,3,5,42,08A,1187940,1864073,2006,04/15/2016 08:55:02 AM,41.78210152,-87.586502,"(41.78210152, -87.586502002)"
365,4784965,HM395018,12/26/2005 03:15:00 PM,009XX E 40TH ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,2122,2,4,36,06,,,2005,08/17/2015 03:03:40 PM,,,
366,4674149,HM274875,02-06-2006 09:45,072XX S DR MARTIN LUTHER KING JR DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,323,3,6,69,26,1180163,1857039,2006,04/15/2016 08:55:02 AM,41.76298133,-87.61522957,"(41.762981328, -87.615229571)"
367,4674150,HM205075,02/28/2006 08:00:08 AM,042XX W ROOSEVELT RD,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1132,11,24,29,16,1148475,1894372,2006,04/15/2016 08:55:02 AM,41.86609572,-87.73041262,"(41.866095724, -87.730412617)"
368,4674151,HM272704,04-05-2006 06:15,068XX S PERRY AVE,0550,ASSAULT,AGGRAVATED PO: HANDGUN,APARTMENT,FALSE,FALSE,722,7,6,69,04A,1176578,1859636,2006,04/15/2016 08:55:02 AM,41.77018916,-87.62829112,"(41.770189163, -87.628291119)"
369,4674153,HM275038,04-04-2006 17:00,010XX N WINCHESTER AVE,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1322,12,1,24,06,1163213,1906967,2006,04/15/2016 08:55:02 AM,41.90036067,-87.67595398,"(41.900360674, -87.675953975)"
370,4674154,HM208931,03-02-2006 08:16,047XX S FAIRFIELD AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,911,9,14,58,16,1158834,1873224,2006,04/15/2016 08:55:02 AM,41.80785725,-87.69296255,"(41.807857248, -87.692962549)"
371,4674155,HM275172,04-06-2006 11:55,066XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,FALSE,TRUE,322,3,20,69,08B,1177424,1860911,2006,04/15/2016 08:55:02 AM,41.77366883,-87.62515157,"(41.773668828, -87.625151568)"
372,4674156,HM275514,04-06-2006 07:00,043XX S EMERALD AVE,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,935,9,11,61,06,1172023,1876152,2006,04/15/2016 08:55:02 AM,41.81561212,-87.64450272,"(41.815612119, -87.644502722)"
373,4674157,HM275497,04-06-2006 14:30,082XX S PRAIRIE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,631,6,6,44,06,1179464,1850507,2006,04/15/2016 08:55:02 AM,41.74507277,-87.61799057,"(41.745072774, -87.617990568)"
374,4674158,HM275484,04-05-2006 19:30,007XX E 63RD ST,0560,ASSAULT,SIMPLE,LIBRARY,FALSE,FALSE,312,3,20,42,08A,1182389,1863404,2006,04/15/2016 08:55:02 AM,41.78039622,-87.60687392,"(41.780396221, -87.606873919)"
375,4674160,HL252926,03/24/2005 03:37:58 PM,079XX S JUSTINE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,612,6,21,71,18,1167385,1852064,2005,04/15/2016 08:55:02 AM,41.74961243,-87.66220537,"(41.74961243, -87.662205371)"
376,4674161,HL263098,03/30/2005 12:08:42 AM,075XX S WOLCOTT AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,611,6,18,71,18,1164998,1854556,2005,04/15/2016 08:55:02 AM,41.75650159,-87.67088204,"(41.756501593, -87.670882042)"
377,4674162,HM275346,04-06-2006 11:30,081XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,631,6,6,44,06,1180318,1851042,2006,04/15/2016 08:55:02 AM,41.74652135,-87.61484504,"(41.746521351, -87.614845036)"
378,4674163,HM275529,04-04-2006 20:00,033XX N SEMINARY AVE,0810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1924,19,44,6,06,1168356,1922390,2006,04/15/2016 08:55:02 AM,41.94257253,-87.65661656,"(41.942572529, -87.656616564)"
379,4674164,HM117335,01-10-2006 21:50,077XX S MARQUETTE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,421,4,7,43,18,1195669,1854072,2006,04/15/2016 08:55:02 AM,41.75447039,-87.55849632,"(41.754470393, -87.558496315)"
380,4674165,HM275324,04-06-2006 08:30,027XX W ARMITAGE AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1421,14,1,22,06,1157571,1913169,2006,04/15/2016 08:55:02 AM,41.91749624,-87.69650818,"(41.917496237, -87.696508178)"
381,4674166,HM275524,04-06-2006 09:15,0000X W 111TH ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,522,5,34,49,06,1177873,1831361,2006,04/15/2016 08:55:02 AM,41.69256976,-87.62439788,"(41.692569761, -87.624397882)"
382,4674167,HM272392,04-04-2006 22:15,027XX S SPAULDING AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,TRUE,FALSE,1032,10,22,30,15,1154806,1885643,2006,04/15/2016 08:55:02 AM,41.84201799,-87.70740447,"(41.842017985, -87.707404467)"
383,4674168,HM275161,04-06-2006 12:35,019XX N AUSTIN AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,FALSE,2513,25,29,25,26,1136098,1912178,2006,04/15/2016 08:55:02 AM,41.91518726,-87.77542523,"(41.915187259, -87.775425225)"
384,4674170,HM167018,02-06-2006 20:21,077XX S STATE ST,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),STREET,TRUE,FALSE,623,6,6,69,18,1177624,1853795,2006,04/15/2016 08:55:02 AM,41.75413721,-87.62463334,"(41.754137211, -87.624633337)"
385,4674171,HM275479,04-06-2006 14:00,026XX S DRAKE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1032,10,22,30,05,1153126,1886278,2006,04/15/2016 08:55:02 AM,41.84379394,-87.71355279,"(41.843793935, -87.713552786)"
386,4674172,HM275548,04-06-2006 13:00,040XX N MEADE AVE,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,FALSE,FALSE,1624,16,38,15,06,1134964,1926306,2006,04/15/2016 08:55:02 AM,41.95397623,-87.77925604,"(41.953976229, -87.779256035)"
387,4674173,HM275539,04-05-2006 20:00,071XX S FAIRFIELD AVE,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,831,8,18,66,06,1159276,1857141,2006,04/15/2016 08:55:02 AM,41.76371422,-87.69178155,"(41.763714219, -87.691781545)"
389,4674175,HM264716,03/31/2006 10:28:00 PM,071XX S VINCENNES AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,731,7,6,69,26,1176589,1857611,2006,04/15/2016 08:55:02 AM,41.76463209,-87.62831164,"(41.764632089, -87.628311641)"
390,4674176,HM169488,02-01-2006 10:30,033XX W FILLMORE ST,2091,NARCOTICS,FORFEIT PROPERTY,GOVERNMENT BUILDING/PROPERTY,TRUE,FALSE,1134,11,24,29,26,1154228,1895173,2006,04/15/2016 08:55:02 AM,41.86818094,-87.70927139,"(41.868180939, -87.709271389)"
391,4674177,HM270836,04-04-2006 09:00,008XX N LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,1112,11,27,23,08B,1151568,1905300,2006,04/15/2016 08:55:02 AM,41.89602316,-87.7187706,"(41.896023157, -87.718770603)"
392,4674178,HM265014,04-01-2006 02:20,009XX W 71ST ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,SIDEWALK,FALSE,TRUE,733,7,17,68,04B,1171449,1857762,2006,04/15/2016 08:55:02 AM,41.76516052,-87.64714666,"(41.765160516, -87.647146658)"
393,4674179,HM265044,04-01-2006 02:45,059XX S RACINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,712,7,16,68,08B,1169338,1865341,2006,04/15/2016 08:55:02 AM,41.78600418,-87.65466488,"(41.786004177, -87.654664875)"
394,4674180,HM271929,04-04-2006 18:00,007XX N LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1112,11,27,23,08B,1151587,1904673,2006,04/15/2016 08:55:02 AM,41.89430223,-87.71871732,"(41.894302232, -87.718717316)"
